,HitFrame,Hitter,RoundHead,Backhand,BallHeight,LandingX,LandingY,HitterLocationX,HitterLocationY,DefenderLocationX,DefenderLocationY,BallType,Mean
0,0.170899897813797,0.8138857483863831,0.903856635093689,0.6158889532089233,0.8131133317947388,0.3697551488876343,0.8226937055587769,0.8170061707496643,0.836022138595581,0.8150776028633118,0.8344026803970337,0.821550726890564,0.719512403011322
1,0.16028426587581635,0.9467995166778564,0.9102652072906494,0.6890777349472046,0.9036204218864441,0.420063316822052,0.8317239284515381,0.8215507864952087,0.841023862361908,0.8219603896141052,0.8474672436714172,0.8297101855278015,0.7519621253013611
2,0.15908175706863403,0.9593614935874939,0.9101942777633667,0.7874466180801392,0.9142239093780518,0.425126850605011,0.8339481949806213,0.822464644908905,0.8406778573989868,0.8253461122512817,0.8492696285247803,0.8312160968780518,0.7631964087486267
3,0.17479963600635529,0.9713737368583679,0.9102835655212402,0.8248080611228943,0.9250771999359131,0.42974984645843506,0.835491955280304,0.8267301917076111,0.84684818983078,0.8280289173126221,0.8524979948997498,0.8365558385848999,0.771853506565094
4,0.17332786321640015,0.9670984148979187,0.9111014008522034,0.8400383591651917,0.9186663031578064,0.43848851323127747,0.8373498916625977,0.8304150700569153,0.8509106636047363,0.836542010307312,0.8573316931724548,0.8382082581520081,0.7749565243721008
5,0.17435778677463531,0.9675570726394653,0.9121671915054321,0.8504347801208496,0.9304269552230835,0.45281898975372314,0.8396378755569458,0.8313068747520447,0.8487218022346497,0.8356097340583801,0.8579885959625244,0.8417245745658875,0.7785623669624329
6,0.17612649500370026,0.9804685711860657,0.9108667969703674,0.8712166547775269,0.9302341938018799,0.45825526118278503,0.8430460691452026,0.8353850245475769,0.8551231622695923,0.8393490314483643,0.864972710609436,0.8444838523864746,0.7841274738311768
7,0.17923812568187714,0.97847980260849,0.9118098616600037,0.8721628189086914,0.9355428218841553,0.45425915718078613,0.8422052264213562,0.8341007828712463,0.8532848954200745,0.8367009162902832,0.8633168339729309,0.843220055103302,0.7836931347846985
8,0.18061546981334686,0.9838852882385254,0.911182701587677,0.893642783164978,0.9365283846855164,0.462801456451416,0.8422734141349792,0.832845151424408,0.8551000952720642,0.8409202098846436,0.8639023303985596,0.8433288931846619,0.7872522473335266
9,0.18288414180278778,0.9813145995140076,0.9115867614746094,0.8935528993606567,0.9287759065628052,0.447386234998703,0.8475667238235474,0.8369064331054688,0.8586017489433289,0.8421998023986816,0.8679816126823425,0.8451476693153381,0.7869924306869507
10,0.1878667175769806,0.9851300120353699,0.9111663699150085,0.9076169729232788,0.9396072030067444,0.46710920333862305,0.8464036583900452,0.8387101888656616,0.860104501247406,0.8407413959503174,0.8675938248634338,0.8466138243675232,0.791555643081665
11,0.18746910989284515,0.9859870076179504,0.9081828594207764,0.9044229984283447,0.9381639957427979,0.47958382964134216,0.8452891707420349,0.8394928574562073,0.8575958609580994,0.8439284563064575,0.8663122653961182,0.8490935564041138,0.7921267747879028
12,0.18657413125038147,0.983623206615448,0.9184117913246155,0.9041780829429626,0.9391666054725647,0.4803244173526764,0.8464145064353943,0.8369045257568359,0.8591936826705933,0.841315507888794,0.8672452569007874,0.8467943072319031,0.7925121784210205
13,0.19232489168643951,0.9884994029998779,0.9201749563217163,0.9163855910301208,0.9374881982803345,0.4738292098045349,0.8444343209266663,0.8397557139396667,0.8571383357048035,0.8417677283287048,0.8666975498199463,0.8488472104072571,0.7939449548721313
14,0.19177751243114471,0.9785635471343994,0.925541877746582,0.9122390747070312,0.9376476407051086,0.4689198136329651,0.844451367855072,0.839000403881073,0.8601275682449341,0.8428665399551392,0.8641799688339233,0.8482796549797058,0.7927995920181274
15,0.1919274926185608,0.9819708466529846,0.9255220890045166,0.9078466892242432,0.9341978430747986,0.45453691482543945,0.8432191610336304,0.8374065160751343,0.858348548412323,0.8428777456283569,0.8652310967445374,0.8474186658859253,0.7908753752708435
